source,original_cell_line_id,original_cell_line_name,sanger_model_id,depmap_id,mapping_status,notes
gdsc_response,SIDM01132,PFSK-1,SIDM01132,,unreviewed,
gdsc_response,SIDM00848,A673,SIDM00848,,unreviewed,
gdsc_response,SIDM00263,ES5,SIDM00263,,unreviewed,
gdsc_response,SIDM00269,ES7,SIDM00269,,unreviewed,
gdsc_response,SIDM00203,EW-11,SIDM00203,,unreviewed,
gdsc_response,SIDM01111,SK-ES-1,SIDM01111,,unreviewed,
gdsc_response,SIDM00909,COLO-829,SIDM00909,,unreviewed,
gdsc_response,SIDM00807,5637,SIDM00807,,unreviewed,
gdsc_response,SIDM01085,RT4,SIDM01085,,unreviewed,
gdsc_response,SIDM01160,SW780,SIDM01160,,unreviewed,
gdsc_response,SIDM01190,TCCSUP,SIDM01190,,unreviewed,
gdsc_response,SIDM00889,C-33-A,SIDM00889,,unreviewed,
gdsc_response,SIDM00905,C-4-I,SIDM00905,,unreviewed,
gdsc_response,SIDM00627,ME-180,SIDM00627,,unreviewed,
gdsc_response,SIDM00982,42-MG-BA,SIDM00982,,unreviewed,
gdsc_response,SIDM00998,8-MG-BA,SIDM00998,,unreviewed,
gdsc_response,SIDM00799,A172,SIDM00799,,unreviewed,
gdsc_response,SIDM00581,GB-1,SIDM00581,,unreviewed,
gdsc_response,SIDM01171,T98G,SIDM01171,,unreviewed,
gdsc_response,SIDM01193,U-118-MG,SIDM01193,,unreviewed,
gdsc_response,SIDM01189,U-87-MG,SIDM01189,,unreviewed,
gdsc_response,SIDM00315,YKG-1,SIDM00315,,unreviewed,
gdsc_response,SIDM00924,ChaGo-K-1,SIDM00924,,unreviewed,
gdsc_response,SIDM01120,NCI-H720,SIDM01120,,unreviewed,
gdsc_response,SIDM00922,Calu-3,SIDM00922,,unreviewed,
gdsc_response,SIDM00512,COR-L23,SIDM00512,,unreviewed,
gdsc_response,SIDM00548,LK-2,SIDM00548,,unreviewed,
gdsc_response,SIDM00734,NCI-H1437,SIDM00734,,unreviewed,
gdsc_response,SIDM00747,NCI-H1623,SIDM00747,,unreviewed,
gdsc_response,SIDM00746,NCI-H1648,SIDM00746,,unreviewed,
gdsc_response,SIDM00745,NCI-H1650,SIDM00745,,unreviewed,
gdsc_response,SIDM00742,NCI-H1693,SIDM00742,,unreviewed,
gdsc_response,SIDM00737,NCI-H1770,SIDM00737,,unreviewed,
gdsc_response,SIDM00769,NCI-H1838,SIDM00769,,unreviewed,
gdsc_response,SIDM00709,NCI-H2085,SIDM00709,,unreviewed,
gdsc_response,SIDM00716,NCI-H2170,SIDM00716,,unreviewed,
gdsc_response,SIDM00729,NCI-H2228,SIDM00729,,unreviewed,
gdsc_response,SIDM00727,NCI-H2342,SIDM00727,,unreviewed,
gdsc_response,SIDM00726,NCI-H2347,SIDM00726,,unreviewed,
gdsc_response,SIDM00724,NCI-H2405,SIDM00724,,unreviewed,
gdsc_response,SIDM01122,NCI-H661,SIDM01122,,unreviewed,
gdsc_response,SIDM00509,COR-L311,SIDM00509,,unreviewed,
gdsc_response,SIDM00865,DMS-114,SIDM00865,,unreviewed,
gdsc_response,SIDM00522,DMS-273,SIDM00522,,unreviewed,
gdsc_response,SIDM00654,NCI-H1048,SIDM00654,,unreviewed,
gdsc_response,SIDM00653,NCI-H1092,SIDM00653,,unreviewed,
gdsc_response,SIDM00741,NCI-H1694,SIDM00741,,unreviewed,
gdsc_response,SIDM00760,NCI-H1963,SIDM00760,,unreviewed,
gdsc_response,SIDM00735,NCI-H2029,SIDM00735,,unreviewed,
gdsc_response,SIDM00706,NCI-H209,SIDM00706,,unreviewed,
gdsc_response,SIDM00699,NCI-H2141,SIDM00699,,unreviewed,
gdsc_response,SIDM00733,NCI-H2171,SIDM00733,,unreviewed,
gdsc_response,SIDM00730,NCI-H2227,SIDM00730,,unreviewed,
gdsc_response,SIDM00719,NCI-H345,SIDM00719,,unreviewed,
gdsc_response,SIDM00965,NCI-H446,SIDM00965,,unreviewed,
gdsc_response,SIDM01128,NCI-H526,SIDM01128,,unreviewed,
gdsc_response,SIDM01126,NCI-H64,SIDM01126,,unreviewed,
gdsc_response,SIDM01121,NCI-H69,SIDM01121,,unreviewed,
gdsc_response,SIDM01131,NCI-H82,SIDM01131,,unreviewed,
gdsc_response,SIDM00713,NCI-H2052,SIDM00713,,unreviewed,
gdsc_response,SIDM01100,SK-N-DZ,SIDM01100,,unreviewed,
gdsc_response,SIDM01099,SK-N-FI,SIDM01099,,unreviewed,
gdsc_response,SIDM01179,VA-ES-BJ,SIDM01179,,unreviewed,
gdsc_response,SIDM00320,VMRC-LCD,SIDM00320,,unreviewed,
gdsc_response,SIDM00293,LU-139,SIDM00293,,unreviewed,
gdsc_response,SIDM00368,SBC-5,SIDM00368,,unreviewed,
gdsc_response,SIDM00365,SBC-1,SIDM00365,,unreviewed,
gdsc_response,SIDM00294,LU-135,SIDM00294,,unreviewed,
gdsc_response,SIDM01098,SK-N-SH,SIDM01098,,unreviewed,
gdsc_response,SIDM00715,NCI-H2030,SIDM00715,,unreviewed,
gdsc_response,SIDM00702,NCI-H2122,SIDM00702,,unreviewed,
gdsc_response,SIDM00739,NCI-H1734,SIDM00739,,unreviewed,
gdsc_response,SIDM01124,NCI-H650,SIDM01124,,unreviewed,
gdsc_response,SIDM01184,T24,SIDM01184,,unreviewed,
gdsc_response,SIDM01148,NCI-H929,SIDM01148,,unreviewed,
gdsc_response,SIDM01101,SK-N-AS,SIDM01101,,unreviewed,
gdsc_response,SIDM00649,NCI-H1299,SIDM00649,,unreviewed,
gdsc_response,SIDM00708,NCI-H2087,SIDM00708,,unreviewed,
gdsc_response,SIDM01182,UM-UC-3,SIDM01182,,unreviewed,
gdsc_response,SIDM01174,SW756,SIDM01174,,unreviewed,
gdsc_response,SIDM01119,NCI-H727,SIDM01119,,unreviewed,
gdsc_response,SIDM00921,Calu-6,SIDM00921,,unreviewed,
gdsc_response,SIDM00547,LU-65,SIDM00547,,unreviewed,
gdsc_response,SIDM00645,NCI-H1355,SIDM00645,,unreviewed,
gdsc_response,SIDM00771,NCI-H1792,SIDM00771,,unreviewed,
gdsc_response,SIDM00669,HPAF-II,SIDM00669,,unreviewed,
gdsc_response,SIDM00505,MIA-PaCa-2,SIDM00505,,unreviewed,
gdsc_response,SIDM01078,SHP-77,SIDM01078,,unreviewed,
gdsc_response,SIDM00756,NCI-H2009,SIDM00756,,unreviewed,
gdsc_response,SIDM00728,NCI-H2291,SIDM00728,,unreviewed,
gdsc_response,SIDM01163,SW1573,SIDM01163,,unreviewed,
gdsc_response,SIDM00347,TE-5,SIDM00347,,unreviewed,
gdsc_response,SIDM00872,HCC1954,SIDM00872,,unreviewed,
gdsc_response,SIDM00866,HCC1143,SIDM00866,,unreviewed,
gdsc_response,SIDM00885,HCC1187,SIDM00885,,unreviewed,
gdsc_response,SIDM00884,HCC1395,SIDM00884,,unreviewed,
gdsc_response,SIDM00877,HCC1599,SIDM00877,,unreviewed,
gdsc_response,SIDM00874,HCC1937,SIDM00874,,unreviewed,
gdsc_response,SIDM00774,HCC2157,SIDM00774,,unreviewed,
gdsc_response,SIDM00772,HCC2218,SIDM00772,,unreviewed,
gdsc_response,SIDM00675,HCC38,SIDM00675,,unreviewed,
gdsc_response,SIDM00172,BB30-HNC,SIDM00172,,unreviewed,
gdsc_response,SIDM00174,BB49-HNC,SIDM00174,,unreviewed,
gdsc_response,SIDM00191,BB65-RCC,SIDM00191,,unreviewed,
gdsc_response,SIDM00990,BEN,SIDM00990,,unreviewed,
gdsc_response,SIDM00986,BHY,SIDM00986,,unreviewed,
gdsc_response,SIDM00489,Ca9-22,SIDM00489,,unreviewed,
gdsc_response,SIDM00961,CADO-ES1,SIDM00961,,unreviewed,
gdsc_response,SIDM00939,CAL-12T,SIDM00939,,unreviewed,
gdsc_response,SIDM00942,CAL-33,SIDM00942,,unreviewed,
gdsc_response,SIDM00175,CP50-MEL-B,SIDM00175,,unreviewed,
gdsc_response,SIDM00190,CP66-MEL,SIDM00190,,unreviewed,
gdsc_response,SIDM00953,CPC-N,SIDM00953,,unreviewed,
gdsc_response,SIDM00951,CTV-1,SIDM00951,,unreviewed,
gdsc_response,SIDM00207,D-542MG,SIDM00207,,unreviewed,
gdsc_response,SIDM00524,DMS-79,SIDM00524,,unreviewed,
gdsc_response,SIDM00970,DSH1,SIDM00970,,unreviewed,
gdsc_response,SIDM00486,EBC-1,SIDM00486,,unreviewed,
gdsc_response,SIDM00278,EC-GI-10,SIDM00278,,unreviewed,
gdsc_response,SIDM01044,EPLC-272H,SIDM01044,,unreviewed,
gdsc_response,SIDM00188,HA7-RCC,SIDM00188,,unreviewed,
gdsc_response,SIDM00052,HCE-4,SIDM00052,,unreviewed,
gdsc_response,SIDM00591,HO-1-u-1,SIDM00591,,unreviewed,
gdsc_response,SIDM00590,HSC-2,SIDM00590,,unreviewed,
gdsc_response,SIDM00632,IM-9,SIDM00632,,unreviewed,
gdsc_response,SIDM00223,IST-SL1,SIDM00223,,unreviewed,
gdsc_response,SIDM00230,IST-SL2,SIDM00230,,unreviewed,
gdsc_response,SIDM00693,J82,SIDM00693,,unreviewed,
gdsc_response,SIDM00606,KNS-62,SIDM00606,,unreviewed,
gdsc_response,SIDM00603,KOSC-2,SIDM00603,,unreviewed,
gdsc_response,SIDM00301,KP-4,SIDM00301,,unreviewed,
gdsc_response,SIDM01032,KYSE-140,SIDM01032,,unreviewed,
gdsc_response,SIDM01028,KYSE-410,SIDM01028,,unreviewed,
gdsc_response,SIDM01025,KYSE-520,SIDM01025,,unreviewed,
gdsc_response,SIDM01024,KYSE-70,SIDM01024,,unreviewed,
gdsc_response,SIDM00187,LB1047-RCC,SIDM00187,,unreviewed,
gdsc_response,SIDM00186,LB2241-RCC,SIDM00186,,unreviewed,
gdsc_response,SIDM00185,LB2518-MEL,SIDM00185,,unreviewed,
gdsc_response,SIDM00184,LB373-MEL-D,SIDM00184,,unreviewed,
gdsc_response,SIDM00183,LB647-SCLC,SIDM00183,,unreviewed,
gdsc_response,SIDM00182,LB771-HNC,SIDM00182,,unreviewed,
gdsc_response,SIDM00181,LB831-BLC,SIDM00181,,unreviewed,
gdsc_response,SIDM00180,LB996-RCC,SIDM00180,,unreviewed,
gdsc_response,SIDM00345,LCLC-103H,SIDM00345,,unreviewed,
gdsc_response,SIDM00296,LU-134-A,SIDM00296,,unreviewed,
gdsc_response,SIDM00292,LU-165,SIDM00292,,unreviewed,
gdsc_response,SIDM00339,LXF-289,SIDM00339,,unreviewed,
gdsc_response,SIDM00245,MS-1,SIDM00245,,unreviewed,
gdsc_response,SIDM00053,MZ1-PC,SIDM00053,,unreviewed,
gdsc_response,SIDM00516,MZ7-mel,SIDM00516,,unreviewed,
gdsc_response,SIDM00751,NCI-H1563,SIDM00751,,unreviewed,
gdsc_response,SIDM00493,NCI-H292,SIDM00493,,unreviewed,
gdsc_response,SIDM00927,NCI-H510A,SIDM00927,,unreviewed,
gdsc_response,SIDM01133,NCI-H835,SIDM01133,,unreviewed,
gdsc_response,SIDM00237,PC-14,SIDM00237,,unreviewed,
gdsc_response,SIDM00367,SBC-3,SIDM00367,,unreviewed,
gdsc_response,SIDM00391,SK-MM-2,SIDM00391,,unreviewed,
gdsc_response,SIDM00249,TE-15,SIDM00249,,unreviewed,
gdsc_response,SIDM00417,U-266,SIDM00417,,unreviewed,
gdsc_response,SIDM01229,BE2-M17,SIDM01229,,unreviewed,
gdsc_response,SIDM01009,KELLY,SIDM01009,,unreviewed,
gdsc_response,SIDM00395,SIMA,SIDM00395,,unreviewed,
gdsc_response,SIDM00369,TE-1,SIDM00369,,unreviewed,
gdsc_response,SIDM00349,TE-10,SIDM00349,,unreviewed,
gdsc_response,SIDM00326,TE-8,SIDM00326,,unreviewed,
gdsc_response,SIDM00934,CAPAN-1,SIDM00934,,unreviewed,
gdsc_response,SIDM00105,OVCAR-3,SIDM00105,,unreviewed,
gdsc_response,SIDM00088,PC-3,SIDM00088,,unreviewed,
gdsc_response,SIDM00120,DU-145,SIDM00120,,unreviewed,
gdsc_response,SIDM00783,HCT-116,SIDM00783,,unreviewed,
gdsc_response,SIDM00789,HCT-15,SIDM00789,,unreviewed,
gdsc_response,SIDM00829,HL-60,SIDM00829,,unreviewed,
gdsc_response,SIDM00136,HT-29,SIDM00136,,unreviewed,
gdsc_response,SIDM00791,K-562,SIDM00791,,unreviewed,
gdsc_response,SIDM00139,NCI-H226,SIDM00139,,unreviewed,
gdsc_response,SIDM00138,NCI-H23,SIDM00138,,unreviewed,
gdsc_response,SIDM00144,NCI-H460,SIDM00144,,unreviewed,
gdsc_response,SIDM00116,NCI-H522,SIDM00116,,unreviewed,
gdsc_response,SIDM00097,T47D,SIDM00097,,unreviewed,
gdsc_response,SIDM00148,MCF7,SIDM00148,,unreviewed,
gdsc_response,SIDM00125,786-0,SIDM00125,,unreviewed,
gdsc_response,SIDM00124,A498,SIDM00124,,unreviewed,
gdsc_response,SIDM00903,A549,SIDM00903,,unreviewed,
gdsc_response,SIDM00123,ACHN,SIDM00123,,unreviewed,
gdsc_response,SIDM00122,BT-549,SIDM00122,,unreviewed,
gdsc_response,SIDM00121,CCRF-CEM,SIDM00121,,unreviewed,
gdsc_response,SIDM00081,SK-MEL-28,SIDM00081,,unreviewed,
gdsc_response,SIDM00082,SK-MEL-2,SIDM00082,,unreviewed,
gdsc_response,SIDM00080,SK-MEL-5,SIDM00080,,unreviewed,
gdsc_response,SIDM00135,Hs-578-T,SIDM00135,,unreviewed,
gdsc_response,SIDM00145,MOLT-4,SIDM00145,,unreviewed,
gdsc_response,SIDM00079,SK-OV-3,SIDM00079,,unreviewed,
gdsc_response,SIDM00146,MDA-MB-231,SIDM00146,,unreviewed,
gdsc_response,SIDM00826,COLO-205,SIDM00826,,unreviewed,
gdsc_response,SIDM00841,SW620,SIDM00841,,unreviewed,
gdsc_response,SIDM00941,CAKI-1,SIDM00941,,unreviewed,
gdsc_response,SIDM00087,RPMI-8226,SIDM00087,,unreviewed,
gdsc_response,SIDM00096,SR,SIDM00096,,unreviewed,
gdsc_response,SIDM00117,NCI-H322M,SIDM00117,,unreviewed,
gdsc_response,SIDM00151,IGROV-1,SIDM00151,,unreviewed,
gdsc_response,SIDM00091,OVCAR-5,SIDM00091,,unreviewed,
gdsc_response,SIDM00119,EKVX,SIDM00119,,unreviewed,
gdsc_response,SIDM00118,HCC2998,SIDM00118,,unreviewed,
gdsc_response,SIDM00133,HOP-62,SIDM00133,,unreviewed,
gdsc_response,SIDM00134,HOP-92,SIDM00134,,unreviewed,
gdsc_response,SIDM00149,LOXIMVI,SIDM00149,,unreviewed,
gdsc_response,SIDM00003,M14,SIDM00003,,unreviewed,
gdsc_response,SIDM00107,UACC-62,SIDM00107,,unreviewed,
gdsc_response,SIDM00108,UACC-257,SIDM00108,,unreviewed,
gdsc_response,SIDM00086,RXF393,SIDM00086,,unreviewed,
gdsc_response,SIDM00094,SN12C,SIDM00094,,unreviewed,
gdsc_response,SIDM00113,TK10,SIDM00113,,unreviewed,
gdsc_response,SIDM00112,U031,SIDM00112,,unreviewed,
gdsc_response,SIDM00095,SNB75,SIDM00095,,unreviewed,
gdsc_response,SIDM00111,U251,SIDM00111,,unreviewed,
gdsc_response,SIDM00083,SF539,SIDM00083,,unreviewed,
gdsc_response,SIDM00084,SF295,SIDM00084,,unreviewed,
gdsc_response,SIDM00085,SF268,SIDM00085,,unreviewed,
gdsc_response,SIDM00150,KM12,SIDM00150,,unreviewed,
gdsc_response,SIDM00092,OVCAR-4,SIDM00092,,unreviewed,
gdsc_response,SIDM00090,OVCAR-8,SIDM00090,,unreviewed,
gdsc_response,SIDM00132,BxPC-3,SIDM00132,,unreviewed,
gdsc_response,SIDM00984,BONNA-12,SIDM00984,,unreviewed,
gdsc_response,SIDM00987,BHT-101,SIDM00987,,unreviewed,
gdsc_response,SIDM00490,Becker,SIDM00490,,unreviewed,
gdsc_response,SIDM01245,BE-13,SIDM01245,,unreviewed,
gdsc_response,SIDM00900,ARH-77,SIDM00900,,unreviewed,
gdsc_response,SIDM00850,AGS,SIDM00850,,unreviewed,
gdsc_response,SIDM00494,ABC-1,SIDM00494,,unreviewed,
gdsc_response,SIDM00797,A2058,SIDM00797,,unreviewed,
gdsc_response,SIDM00795,A375,SIDM00795,,unreviewed,
gdsc_response,SIDM00796,A253,SIDM00796,,unreviewed,
gdsc_response,SIDM00997,8305C,SIDM00997,,unreviewed,
gdsc_response,SIDM00983,647-V,SIDM00983,,unreviewed,
gdsc_response,SIDM00999,639-V,SIDM00999,,unreviewed,
gdsc_response,SIDM01076,697,SIDM01076,,unreviewed,
gdsc_response,SIDM00893,BT-20,SIDM00893,,unreviewed,
gdsc_response,SIDM00210,A2780,SIDM00210,,unreviewed,
gdsc_response,SIDM00513,COR-L105,SIDM00513,,unreviewed,
gdsc_response,SIDM00952,CRO-AP2,SIDM00952,,unreviewed,
gdsc_response,SIDM00506,COR-L88,SIDM00506,,unreviewed,
gdsc_response,SIDM00954,COLO-824,SIDM00954,,unreviewed,
gdsc_response,SIDM00515,COLO-800,SIDM00515,,unreviewed,
gdsc_response,SIDM00140,COLO-792,SIDM00140,,unreviewed,
gdsc_response,SIDM00956,COLO-680N,SIDM00956,,unreviewed,
gdsc_response,SIDM00284,COLO-679,SIDM00284,,unreviewed,
gdsc_response,SIDM00910,CHP-212,SIDM00910,,unreviewed,
gdsc_response,SIDM00130,CFPAC-1,SIDM00130,,unreviewed,
gdsc_response,SIDM00923,Ca-Ski,SIDM00923,,unreviewed,
gdsc_response,SIDM00919,Caov-3,SIDM00919,,unreviewed,
gdsc_response,SIDM00940,CAL-120,SIDM00940,,unreviewed,
gdsc_response,SIDM00930,CAL-72,SIDM00930,,unreviewed,
gdsc_response,SIDM00931,CAL-62,SIDM00931,,unreviewed,
gdsc_response,SIDM00890,C32,SIDM00890,,unreviewed,
gdsc_response,SIDM00845,Daudi,SIDM00845,,unreviewed,
gdsc_response,SIDM00886,DB,SIDM00886,,unreviewed,
gdsc_response,SIDM00887,Daoy,SIDM00887,,unreviewed,
gdsc_response,SIDM00888,D-283MED,SIDM00888,,unreviewed,
gdsc_response,SIDM00867,DBTRG-05MG,SIDM00867,,unreviewed,
gdsc_response,SIDM00949,DEL,SIDM00949,,unreviewed,
gdsc_response,SIDM00831,Detroit562,SIDM00831,,unreviewed,
gdsc_response,SIDM00948,DG-75,SIDM00948,,unreviewed,
gdsc_response,SIDM00947,DK-MG,SIDM00947,,unreviewed,
gdsc_response,SIDM00281,DJM-1,SIDM00281,,unreviewed,
gdsc_response,SIDM00981,DOHH-2,SIDM00981,,unreviewed,
gdsc_response,SIDM00864,DoTc2-4510,SIDM00864,,unreviewed,
gdsc_response,SIDM01001,DU-4475,SIDM01001,,unreviewed,
gdsc_response,SIDM00863,EB2,SIDM00863,,unreviewed,
gdsc_response,SIDM00793,EB-3,SIDM00793,,unreviewed,
gdsc_response,SIDM00280,ECC10,SIDM00280,,unreviewed,
gdsc_response,SIDM00279,ECC12,SIDM00279,,unreviewed,
gdsc_response,SIDM01056,EFM-19,SIDM01056,,unreviewed,
gdsc_response,SIDM01051,EFO-27,SIDM01051,,unreviewed,
gdsc_response,SIDM01047,EM-2,SIDM01047,,unreviewed,
gdsc_response,SIDM00277,EoL-1-cell,SIDM00277,,unreviewed,
gdsc_response,SIDM00276,ETK-1,SIDM00276,,unreviewed,
gdsc_response,SIDM01042,EVSA-T,SIDM01042,,unreviewed,
gdsc_response,SIDM00860,FADU,SIDM00860,,unreviewed,
gdsc_response,SIDM00213,FTC-133,SIDM00213,,unreviewed,
gdsc_response,SIDM00857,G-361,SIDM00857,,unreviewed,
gdsc_response,SIDM01055,GAMG,SIDM01055,,unreviewed,
gdsc_response,SIDM00274,GCIY,SIDM00274,,unreviewed,
gdsc_response,SIDM01057,GDM-1,SIDM01057,,unreviewed,
gdsc_response,SIDM00273,GI-1,SIDM00273,,unreviewed,
gdsc_response,SIDM00227,GI-ME-N,SIDM00227,,unreviewed,
gdsc_response,SIDM00544,GOTO,SIDM00544,,unreviewed,
gdsc_response,SIDM01259,GR-ST,SIDM01259,,unreviewed,
gdsc_response,SIDM00853,GCT,SIDM00853,,unreviewed,
gdsc_response,SIDM01043,ESS-1,SIDM01043,,unreviewed,
gdsc_response,SIDM00852,H4,SIDM00852,,unreviewed,
gdsc_response,SIDM01251,H9,SIDM01251,,unreviewed,
gdsc_response,SIDM01073,HC-1,SIDM01073,,unreviewed,
gdsc_response,SIDM00882,HCC1419,SIDM00882,,unreviewed,
gdsc_response,SIDM00878,HCC1569,SIDM00878,,unreviewed,
gdsc_response,SIDM00875,HCC1806,SIDM00875,,unreviewed,
gdsc_response,SIDM00673,HCC70,SIDM00673,,unreviewed,
gdsc_response,SIDM00596,HEC-1,SIDM00596,,unreviewed,
gdsc_response,SIDM00594,HEL,SIDM00594,,unreviewed,
gdsc_response,SIDM00290,HGC-27,SIDM00290,,unreviewed,
gdsc_response,SIDM00671,HH,SIDM00671,,unreviewed,
gdsc_response,SIDM00064,HLE,SIDM00064,,unreviewed,
gdsc_response,SIDM00291,HMV-II,SIDM00291,,unreviewed,
gdsc_response,SIDM00806,HOS,SIDM00806,,unreviewed,
gdsc_response,SIDM00589,HSC-3,SIDM00589,,unreviewed,
gdsc_response,SIDM00588,HSC-4,SIDM00588,,unreviewed,
gdsc_response,SIDM00661,HT,SIDM00661,,unreviewed,
gdsc_response,SIDM00828,HT-1080,SIDM00828,,unreviewed,
gdsc_response,SIDM00676,HT-1197,SIDM00676,,unreviewed,
gdsc_response,SIDM00678,HT-1376,SIDM00678,,unreviewed,
gdsc_response,SIDM00695,HT-144,SIDM00695,,unreviewed,
gdsc_response,SIDM00679,HT-3,SIDM00679,,unreviewed,
gdsc_response,SIDM00587,HuCCT1,SIDM00587,,unreviewed,
gdsc_response,SIDM00585,HuH-7,SIDM00585,,unreviewed,
gdsc_response,SIDM00599,HuO9,SIDM00599,,unreviewed,
gdsc_response,SIDM00694,HuTu-80,SIDM00694,,unreviewed,
gdsc_response,SIDM01060,IGR-1,SIDM01060,,unreviewed,
gdsc_response,SIDM01206,IMR-5,SIDM01206,,unreviewed,
gdsc_response,SIDM01059,IPC-298,SIDM01059,,unreviewed,
gdsc_response,SIDM00225,IST-MEL1,SIDM00225,,unreviewed,
gdsc_response,SIDM00224,IST-MES1,SIDM00224,,unreviewed,
gdsc_response,SIDM01039,JAR,SIDM01039,,unreviewed,
gdsc_response,SIDM01218,JEG-3,SIDM01218,,unreviewed,
gdsc_response,SIDM00808,JiyoyeP-2003,SIDM00808,,unreviewed,
gdsc_response,SIDM01013,JVM-2,SIDM01013,,unreviewed,
gdsc_response,SIDM01012,JVM-3,SIDM01012,,unreviewed,
gdsc_response,SIDM00613,KALS-1,SIDM00613,,unreviewed,
gdsc_response,SIDM01007,KARPAS-45,SIDM01007,,unreviewed,
gdsc_response,SIDM01010,KARPAS-299,SIDM01010,,unreviewed,
gdsc_response,SIDM01008,KARPAS-422,SIDM01008,,unreviewed,
gdsc_response,SIDM01005,KASUMI-1,SIDM01005,,unreviewed,
gdsc_response,SIDM00687,KATOIII,SIDM00687,,unreviewed,
gdsc_response,SIDM01003,KE-37,SIDM01003,,unreviewed,
gdsc_response,SIDM00785,KG-1,SIDM00785,,unreviewed,
gdsc_response,SIDM00612,KINGS-1,SIDM00612,,unreviewed,
gdsc_response,SIDM01019,KMOE-2,SIDM01019,,unreviewed,
gdsc_response,SIDM01020,KMS-12-BM,SIDM01020,,unreviewed,
gdsc_response,SIDM00607,KNS-42,SIDM00607,,unreviewed,
gdsc_response,SIDM00533,HuP-T3,SIDM00533,,unreviewed,
gdsc_response,SIDM00531,HuP-T4,SIDM00531,,unreviewed,
gdsc_response,SIDM00541,HT55,SIDM00541,,unreviewed,
gdsc_response,SIDM00534,HT-115,SIDM00534,,unreviewed,
gdsc_response,SIDM00535,H-EMC-SS,SIDM00535,,unreviewed,
gdsc_response,SIDM00537,GP5d,SIDM00537,,unreviewed,
gdsc_response,SIDM00523,DMS-53,SIDM00523,,unreviewed,
gdsc_response,SIDM00855,G-402,SIDM00855,,unreviewed,
gdsc_response,SIDM00856,G-401,SIDM00856,,unreviewed,
gdsc_response,SIDM00553,KY821,SIDM00553,,unreviewed,
gdsc_response,SIDM00308,KU812,SIDM00308,,unreviewed,
gdsc_response,SIDM01033,KU-19-19,SIDM01033,,unreviewed,
gdsc_response,SIDM00555,KS-1,SIDM00555,,unreviewed,
gdsc_response,SIDM00556,KP-N-YN,SIDM00556,,unreviewed,
gdsc_response,SIDM01031,KYSE-150,SIDM01031,,unreviewed,
gdsc_response,SIDM01030,KYSE-180,SIDM01030,,unreviewed,
gdsc_response,SIDM01029,KYSE-270,SIDM01029,,unreviewed,
gdsc_response,SIDM01027,KYSE-450,SIDM01027,,unreviewed,
gdsc_response,SIDM01026,KYSE-510,SIDM01026,,unreviewed,
gdsc_response,SIDM00327,L-428,SIDM00327,,unreviewed,
gdsc_response,SIDM00329,L-540,SIDM00329,,unreviewed,
gdsc_response,SIDM00346,LAMA-84,SIDM00346,,unreviewed,
gdsc_response,SIDM00297,LC-2-ad,SIDM00297,,unreviewed,
gdsc_response,SIDM00549,LC4-1,SIDM00549,,unreviewed,
gdsc_response,SIDM00683,LNCaP-Clone-FGC,SIDM00683,,unreviewed,
gdsc_response,SIDM00342,LOUCY,SIDM00342,,unreviewed,
gdsc_response,SIDM00839,LoVo,SIDM00839,,unreviewed,
gdsc_response,SIDM00340,LP-1,SIDM00340,,unreviewed,
gdsc_response,SIDM00776,LS-123,SIDM00776,,unreviewed,
gdsc_response,SIDM00660,LS-411N,SIDM00660,,unreviewed,
gdsc_response,SIDM00677,LS-513,SIDM00677,,unreviewed,
gdsc_response,SIDM01219,LU-99A,SIDM01219,,unreviewed,
gdsc_response,SIDM00637,MC116,SIDM00637,,unreviewed,
gdsc_response,SIDM01246,MC-IXC,SIDM01246,,unreviewed,
gdsc_response,SIDM00633,MDA-MB-175-VII,SIDM00633,,unreviewed,
gdsc_response,SIDM00528,MDA-MB-361,SIDM00528,,unreviewed,
gdsc_response,SIDM00272,MDA-MB-453,SIDM00272,,unreviewed,
gdsc_response,SIDM00628,MDA-MB-468,SIDM00628,,unreviewed,
gdsc_response,SIDM00337,MEL-HO,SIDM00337,,unreviewed,
gdsc_response,SIDM00336,MEL-JUSO,SIDM00336,,unreviewed,
gdsc_response,SIDM00526,MEG-01,SIDM00526,,unreviewed,
gdsc_response,SIDM00625,MES-SA,SIDM00625,,unreviewed,
gdsc_response,SIDM00545,Mewo,SIDM00545,,unreviewed,
gdsc_response,SIDM00335,MFE-280,SIDM00335,,unreviewed,
gdsc_response,SIDM00334,MFE-296,SIDM00334,,unreviewed,
gdsc_response,SIDM00525,MG-63,SIDM00525,,unreviewed,
gdsc_response,SIDM00331,MHH-CALL-2,SIDM00331,,unreviewed,
gdsc_response,SIDM00376,MHH-CALL-4,SIDM00376,,unreviewed,
gdsc_response,SIDM00386,MHH-ES-1,SIDM00386,,unreviewed,
gdsc_response,SIDM00387,MHH-NB-11,SIDM00387,,unreviewed,
gdsc_response,SIDM00388,MHH-PREB-1,SIDM00388,,unreviewed,
gdsc_response,SIDM00271,MKN1,SIDM00271,,unreviewed,
gdsc_response,SIDM00260,MKN28,SIDM00260,,unreviewed,
gdsc_response,SIDM00441,ML-2,SIDM00441,,unreviewed,
gdsc_response,SIDM00561,MLMA,SIDM00561,,unreviewed,
gdsc_response,SIDM00438,MN-60,SIDM00438,,unreviewed,
gdsc_response,SIDM00532,MOG-G-CCM,SIDM00532,,unreviewed,
gdsc_response,SIDM00504,MOG-G-UVW,SIDM00504,,unreviewed,
