source,original_drug_id,original_drug_name,canonical_smiles,mapping_status,notes
drug_structures,1630,Entospletinib,C1COCCN1C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6,reference,
drug_structures,1631,PRT062607,C1CCC(C(C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N,reference,
drug_structures,1632,Ribociclib,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,reference,
drug_structures,1634,AGI-6780,C1CC1NS(=O)(=O)C2=CC(=C(C=C2)C3=CSC=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F,reference,
drug_structures,1635,Picolinici-acid,nan,reference,
drug_structures,1706,AZD5153,CC1C(=O)N(CCN1CCOC2=CC=C(C=C2)C3CCN(CC3)C4=NN5C(=NN=C5OC)C=C4)C,reference,
drug_structures,1708,CDK9_5576,nan,reference,
drug_structures,1709,CDK9_5038,nan,reference,
drug_structures,1712,Eg5_9814,nan,reference,
drug_structures,1713,ERK_2440,nan,reference,
drug_structures,1714,ERK_6604,nan,reference,
drug_structures,1716,IRAK4_4710,nan,reference,
drug_structures,1718,JAK1_8709,nan,reference,
drug_structures,1720,AZD5991,CC1=C2C(=NN1C)CSCC3=NN(C(=C3)CSC4=CC5=CC=CC=C5C(=C4)OCCCC6=C(N(C7=C6C=CC(=C27)Cl)C)C(=O)O)C,reference,
drug_structures,1730,PAK_5339,nan,reference,
drug_structures,1732,TAF1_5496,nan,reference,
drug_structures,1733,ULK1_4989,nan,reference,
drug_structures,1734,VSP34_8731,nan,reference,
drug_structures,1736,Selumetinib,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,reference,
drug_structures,1738,IGF1R_3801,nan,reference,
drug_structures,1739,JAK_8517,nan,reference,
drug_structures,1776,GSK2256098C,nan,reference,
drug_structures,1777,GSK2276186C,nan,reference,
drug_structures,1778,GSK2110183B,CN1C(=C(C=N1)Cl)C2=C(SC(=C2)C(=O)NC(CC3=CC(=CC=C3)F)CN)Cl.Cl,reference,
drug_structures,1779,GSK626616AC,nan,reference,
drug_structures,1780,GSK3337463A,nan,reference,
drug_structures,1782,GSK2830371A,nan,reference,
drug_structures,1783,LMB_AB1,nan,reference,
drug_structures,1784,LMB_AB2,nan,reference,
drug_structures,1785,LMB_AB3,nan,reference,
drug_structures,1786,AZD4547,CC1CN(CC(N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC,reference,
drug_structures,1799,Ibrutinib,C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,reference,
drug_structures,1802,Zoledronate,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,reference,
drug_structures,1803,Acetalax,CC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC(=O)C,reference,
drug_structures,1804,Acetalax,CC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC(=O)C,reference,
drug_structures,1806,Oxaliplatin,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],reference,
drug_structures,1808,Topotecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,reference,
drug_structures,1809,Teniposide,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,reference,
drug_structures,1810,Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,reference,
drug_structures,1811,Dactinomycin,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,reference,
drug_structures,1812,Bleomycin,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,reference,
drug_structures,1813,Fludarabine,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N,reference,
drug_structures,1814,Nelarabine,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,reference,
drug_structures,1815,Dacarbazine,CN(C)N=NC1=C(NC=N1)C(=O)N,reference,
drug_structures,1816,Fulvestrant,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,reference,
drug_structures,1817,Romidepsin,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C,reference,
drug_structures,1819,Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,reference,
drug_structures,1820,123829,nan,reference,
drug_structures,1821,765771,nan,reference,
drug_structures,1824,123138,nan,reference,
drug_structures,1825,Podophyllotoxin bromide,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)Br,reference,
drug_structures,1826,50869,nan,reference,
drug_structures,1827,Dihydrorotenone,CC(C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,reference,
drug_structures,1828,720427,nan,reference,
drug_structures,1829,667880,nan,reference,
drug_structures,1830,Gallibiscoquinazole,COC1=C(C(=C2C(=C1)C(=O)NC(N2)(NC(=O)OC)NC(=O)OC)OC)OC,reference,
drug_structures,1831,L-Oxonoreleagnine,C1CNC(=O)C2=C1C3=CC=CC=C3N2,reference,
drug_structures,1832,729189,nan,reference,
drug_structures,1833,741909,nan,reference,
drug_structures,1834,743380,nan,reference,
drug_structures,1835,Elephantin,CC(=CC(=O)OC1CC2=CC(CC3(C(O3)C4C1C(=C)C(=O)O4)C)OC2=O)C,reference,
drug_structures,1836,150412,nan,reference,
drug_structures,1838,Sinularin,CC1=CCCC(C2CC(CCC3(C(O3)CC1)C)C(=C)C(=O)O2)(C)O,reference,
drug_structures,1839,615590,nan,reference,
drug_structures,1840,630600,nan,reference,
drug_structures,1843,LMP744,COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCNCCO)OC,reference,
drug_structures,1844,776928,nan,reference,
drug_structures,1845,Schweinfurthin A,CC(=CCCC(=CCC1=C(C=C(C=C1O)C=CC2=CC3=C(C(=C2)O)OC4(CC(C(C(C4C3)(C)C)O)O)C)O)C)C,reference,
drug_structures,1847,BEN,C1=CC=C(C=C1)C(=N)N,reference,
drug_structures,1849,Sabutoclax,CC1=CC2=C(C(=C(C=C2C(=C1C3=C(C4=CC(=C(C(=C4C=C3C)C(=O)NCC(C)C5=CC=CC=C5)O)O)O)O)O)O)C(=O)NCC(C)C6=CC=CC=C6,reference,
drug_structures,1852,LY2109761,C1CC2=C(C(=NN2C1)C3=CC=CC=N3)C4=C5C=CC(=CC5=NC=C4)OCCN6CCOCC6,reference,
drug_structures,1853,OF-1,CC1=C(C=CC(=C1)Br)S(=O)(=O)NC2=CC3=C(C=C2OC)N(C(=O)N3C)C,reference,
drug_structures,1854,MN-64,CC(C)C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,reference,
drug_structures,1855,KRAS (G12C) Inhibitor-12,nan,reference,
drug_structures,1862,MG-132,CC(C)CC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1,reference,
drug_structures,1866,BDP-00009066,nan,reference,
drug_structures,1873,Buparlisib,C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,reference,
drug_structures,1908,Ulixertinib,CC(C)NC1=NC=C(C(=C1)C2=CNC(=C2)C(=O)NC(CO)C3=CC(=CC=C3)Cl)Cl,reference,
drug_structures,1909,Venetoclax,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C,reference,
drug_structures,1910,ABT737,CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-],reference,
drug_structures,1911,Dactinomycin,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,reference,
drug_structures,1912,Afuresertib,CN1C(=C(C=N1)Cl)C2=C(SC(=C2)C(=O)NC(CC3=CC(=CC=C3)F)CN)Cl,reference,
drug_structures,1913,AGI-5198,CC1=CC=CC=C1C(C(=O)NC2CCCCC2)N(C3=CC(=CC=C3)F)C(=O)CN4C=CN=C4C,reference,
drug_structures,1915,AZD3759,CC1CN(CCN1C(=O)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC)C,reference,
drug_structures,1916,AZD5363,C1CN(CCC1(C(=O)NC(CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,reference,
drug_structures,1917,AZD6738,CC1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=N)(=O)C)C4=CN=CC5=C4C=CN5,reference,
drug_structures,1918,AZD8186,CC(C1=CC(=CC2=C1OC(=CC2=O)N3CCOCC3)C(=O)N(C)C)NC4=CC(=CC(=C4)F)F,reference,
drug_structures,1919,Osimertinib,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,reference,
drug_structures,1922,Cediranib,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,reference,
drug_structures,1924,Ipatasertib,CC1CC(C2=C1C(=NC=N2)N3CCN(CC3)C(=O)C(CNC(C)C)C4=CC=C(C=C4)Cl)O,reference,
drug_structures,1925,GDC0810,CCC(=C(C1=CC=C(C=C1)C=CC(=O)O)C2=CC3=C(C=C2)NN=C3)C4=C(C=C(C=C4)F)Cl,reference,
drug_structures,1926,GNE-317,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)C5(COC5)OC,reference,
drug_structures,1927,GSK2578215A,C1=CC=C(C=C1)COC2=C(C=C(C=C2)C3=CC(=NC=C3)F)C(=O)NC4=CN=CC=C4,reference,
drug_structures,1928,I-BRD9,CCN1C=C(C2=C(C1=O)C=C(S2)C(=NC3CCS(=O)(=O)CC3)N)C4=CC(=CC=C4)C(F)(F)F,reference,
drug_structures,1930,Telomerase Inhibitor IX,C1=CC(=CC(=C1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O,reference,
drug_structures,1931,MIRA-1,CCC(=O)OCN1C(=O)C=CC1=O,reference,
drug_structures,1932,NVP-ADW742,C1CCN(C1)CC2CC(C2)N3C=C(C4=C(N=CN=C43)N)C5=CC(=CC=C5)OCC6=CC=CC=C6,reference,
drug_structures,1933,P22077,CC(=O)C1=CC(=C(S1)SC2=C(C=C(C=C2)F)F)[N+](=O)[O-],reference,
drug_structures,1936,Savolitinib,CC(C1=CN2C=CN=C2C=C1)N3C4=NC(=CN=C4N=N3)C5=CN(N=C5)C,reference,
drug_structures,1939,UMI-77,C1=CC=C2C(=C1)C(=CC(=C2O)SCC(=O)O)NS(=O)(=O)C3=CC=C(C=C3)Br,reference,
drug_structures,1940,WIKI4,COC1=CC=C(C=C1)N2C(=NN=C2SCCCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)C6=CC=NC=C6,reference,
drug_structures,1941,Sepantronium bromide,CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4.[Br-],reference,
drug_structures,1996,MIM1,CC1=CSC(=NC2CCCCC2)N1N=CC3=C(C(=C(C=C3)O)O)O,reference,
drug_structures,1997,WEHI-539,C1CC2=C(C=C(C=C2)C3=NC(=C(S3)CCCOC4=CC=C(C=C4)CN)C(=O)O)C(=NNC5=NC6=CC=CC=C6S5)C1,reference,
drug_structures,1998,BPD-00008900,nan,reference,
drug_structures,1999,N25720-51-A1,nan,reference,
drug_structures,2000,N27922-53-1,nan,reference,
drug_structures,2002,N30652-18-1,nan,reference,
drug_structures,2003,N29087-69-1,nan,reference,
drug_structures,2010,HKMTI-1-005,CN1CCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5=CC=CC=C5)OC)OC,reference,
drug_structures,2011,ICL-SIRT078,COC1=C(C2=CC=CC=C2C=C1)CN3C=NC4=C(C3=O)C5=C(S4)CC(CC5)NCC6=CN=CC=C6,reference,
drug_structures,2037,GSK343,CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CC(=NC=C4)N5CCN(CC5)C)C(C)C,reference,
drug_structures,2038,UNC0638,CC(C)N1CCC(CC1)NC2=NC(=NC3=CC(=C(C=C32)OC)OCCCN4CCCC4)C5CCCCC5,reference,
drug_structures,2039,AGK2,C1=CC2=C(C=CC=N2)C(=C1)NC(=O)C(=CC3=CC=C(O3)C4=C(C=CC(=C4)Cl)Cl)C#N,reference,
drug_structures,2040,Foretinib,COC1=CC2=C(C=CN=C2C=C1OCCCN3CCOCC3)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,reference,
drug_structures,2043,BIBR-1532,CC(=CC(=O)NC1=CC=CC=C1C(=O)O)C2=CC3=CC=CC=C3C=C2,reference,
drug_structures,2044,Pyridostatin,C1=CC=C2C(=C1)C(=CC(=N2)NC(=O)C3=CC(=CC(=N3)C(=O)NC4=NC5=CC=CC=C5C(=C4)OCCN)OCCN)OCCN,reference,
drug_structures,2045,AMG-319,CC(C1=C(N=C2C=C(C=CC2=C1)F)C3=CC=CC=N3)NC4=NC=NC5=C4NC=N5,reference,
drug_structures,2046,MK-8776,CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)C4CCCNC4,reference,
drug_structures,2047,Ulixertinib,CC(C)NC1=NC=C(C(=C1)C2=CNC(=C2)C(=O)NC(CO)C3=CC(=CC=C3)Cl)Cl,reference,
drug_structures,2048,Vinorelbine,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,reference,
drug_structures,2055,Mycophenolic acid,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,reference,
drug_structures,2057,Remodelin,C1CCC(=NNC2=NC(=CS2)C3=CC=C(C=C3)C#N)C1,reference,
drug_structures,2096,VX-11e,CC1=CN=C(N=C1C2=CNC(=C2)C(=O)NC(CO)C3=CC(=CC=C3)Cl)NC4=C(C=C(C=C4)F)Cl,reference,
drug_structures,2106,Uprosertib,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)CN)Cl,reference,
drug_structures,2107,LJI308,C1COCCN1C2=CC=C(C=C2)C3=C(C=NC=C3)C4=CC(=C(C(=C4)F)O)F,reference,
drug_structures,2109,AZ6102,CC1CN(CC(N1)C)C2=NC=C(C(=C2)C)C3=CC=C(C=C3)C4=NC5=C(C=CN5C)C(=O)N4,reference,
drug_structures,2110,GSK591,C1CC(C1)NC2=NC=CC(=C2)C(=O)NCC(CN3CCC4=CC=CC=C4C3)O,reference,
drug_structures,2111,VE821,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C(=O)NC3=CC=CC=C3)N,reference,
drug_structures,2112,VTP-A,nan,reference,
drug_structures,2113,VTP-B,nan,reference,
drug_structures,2145,PBD-288,nan,reference,
drug_structures,2148,POMHEX,CC(C)(C)C(=O)OCOP(=O)(C1CCCN(C1=O)O)OCOC(=O)C(C)(C)C,reference,
drug_structures,2149,CT7033-2,nan,reference,
drug_structures,2154,GSK-LSD1-2HCl ,nan,reference,
drug_structures,2156,5-azacytidine,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,reference,
drug_structures,2157,A-366,COC1=C(C=C2C(=C1)C3(CCC3)C(=N2)N)OCCCN4CCCC4,reference,
drug_structures,2158,CPI-637,CC1CC(=O)NC2=CC=CC(=C2N1)C3=CC4=C(C=C3)N(N=C4C5=CN(N=C5)C)C,reference,
drug_structures,2159,UNC0379,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,reference,
drug_structures,2169,AZD6482,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3C(=O)O)N4CCOCC4,reference,
drug_structures,2170,AT13148,C1=CC(=CC=C1C2=CNN=C2)C(CN)(C3=CC=C(C=C3)Cl)O,reference,
drug_structures,2171,BMS-754807,CC1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,reference,
drug_structures,2172,JQ1,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,reference,
drug_structures,2173,PFI-1,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O,reference,
drug_structures,2174,IOX2,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=C(C2=O)C(=O)NCC(=O)O)O,reference,
drug_structures,2175,CHIR-99021,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,reference,
drug_structures,2177,SGC0946,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,reference,
drug_structures,2359,GSK2830371,CC1=C(C=C(C=N1)Cl)NCC2=CC=C(S2)C(=O)NC(CC3CCCC3)C(=O)NC4CC4,reference,
drug_structures,2360,THR-101,nan,reference,
drug_structures,2361,THR-102,nan,reference,
drug_structures,2362,THR-103,nan,reference,
drug_structures,2438,ascorbate (vitamin C),nan,reference,
drug_structures,2439,glutathione,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,reference,
drug_structures,2498,alpha-lipoic acid,C1CSSC1CCCCC(=O)O,reference,
drug_structures,2499,N-acetyl cysteine,CC(=O)NC(CS)C(=O)O,reference,
